name,description,logo_url,url
Teachers Service Commission,"Access TSC's online services for teachers, including registration, appraisal, payslips, posting, and pension status.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-teachers-service-commission.jpg,https://teachersonline.tsc.go.ke/
Technical And Vocational Education And Training Authority,To develop a TVET system that meets national needs and aspirations,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/TVETA-logo.png,https://mis.tveta.go.ke/
Technical University Of Kenya,To provide technological education and training and to contribute towards the advancement of society through research and innovation,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Technical-University-logo.png,https://tukenya.ac.ke
Technical University of Mombasa,"Our Mandate is to advance knowledge and its practical application through teaching, research and innovation to serve both industry and the community",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/TUM-logo.jpeg,https://www.tum.ac.ke/
Tharaka University,"To create a strong knowledge base through teaching, research and innovation, and to disseminate this knowledge to produce all rounded graduates with problem solving skills for positive societal transformation.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Tharaka-University.jpg,https://tharaka.ac.ke/
The Co-operative University of Kenya,"To produce competent human capital through quality education, training, research &amp; innovation, and empower communities through outreach for socio-economic transformation.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Cooperative-logo.jpg,https://www.cuk.ac.ke
The Information and Communication Technology (ICT) Authority,"Our broad mandate entails enforcing ICT standards in Government and enhancing the supervision of its electronic communication. We also promote ICT literacy, capacity, innovation, and enterprise.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/ICTA-logo.jpg,https://www.icta.go.ke/
The Institute of Human Resource Management (IHRM),"The Institute of Human Resource Management (IHRM) is a Statutory Professional Body established under the Human Resource Management Professionals (HRMP) Act, No. 52 of 2012. Its mandate is to regulate the HR profession in Kenya, and enhance competencies and capabilities while supporting innovative and transformative HR practices and standards.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/LOGO1.png,https://members.ihrm.or.ke/signin
The Judiciary,Exprience the convinience and accessibility of Kenya's judiciary services online for efficient legal process.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/judiciary.jpeg,"https://efiling.court.go.ke/,Exprience"
The Kenya Accountants And Secretaries National Examinations Board,"Transforming business professionals through Examinations, Certification, Accreditation, Research, Innovation and Consultancy",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kassneb-logo.jpg,https://www.kasneb.or.ke/
The Kenya Export Promotion and Branding Agency,"The Kenya Export Promotion and Branding Agency  is a State Corporation established under the State Corporations Act Cap 446 through Legal Notice No.110 of August 9th, 2019 after the merger of the Export Promotion Council and Brand Kenya Board. The Agency's mandate is to implement export promotion and nation branding initiatives and policies to promote Kenya’s export of goods and services.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KEPBA-LOGO.jpg,https://makeitkenya.go.ke/
The Kenya Institute Of Highways and Building Technology,"The Kenya Institute of Highways and Building Technology (KIHBT), is the training division of the Ministry Of Roads and Transport. It offers Capacity Building Courses in the Roads Sector, as well as Certificate, Diploma and Higher Diploma Courses",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kihbtlogo.gif,https://www.kihbt.ac.ke
The Maasai National Polytechnic,The Maasai National Polytechnic is a government public Technical and Vocational Education and Training (TVET) institution under the Ministry of Education. It is registered to offer an array of Competency Based Education and Training (CBET) programs which are key in equipping the youth with relevant skills aligned with the industry requirements and focal to our economy.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Maasai-Polytechnic.jpg,https://maanp.ac.ke/
The Nairobi National Polytechnic,"The Nairobi National Polytechnic (TNNP) is a public tertiary Polytechnic under the Ministry of Education, State Department for Vocational and Technical Training.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NAIROBI-NATIONAL-POLYTECHNIC-LOGO.png,https://portal.nairobipoly.ac.ke/
The National Cancer Institute of Kenya,The National Cancer Institute of Kenya (NCI-Kenya) is a State Corporation established under the Cancer Prevention and Control Act (No. 15 of 2012). This was in recognition of the need for a more coordinated health sector response to the growing cancer burden in Kenya,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NCI-kenya.jpeg,https://ncikenya.go.ke/
The National Government Affirmative Action Fund,To facilitate social-economic empowerment of affirmative action groups through financial and financial and social support for inclusive and sustainable development.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NGAAF-logo.png,https://ngaaf.go.ke/
The National Syndemic Diseases Control Council (NSDCC),"The Council is mandated to manage the following Syndemic diseases; HIV, sexually transmitted infections, malaria, leprosy, tuberculosis and lung disease.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/National-Syndemic-logo.jpg,https://reporting.nacc.or.ke
The Postal Corporation of Kenya,"To provide end to end, innovative, reliable, Mail, Courier, Logistics,  e- Commerce and Payment Services that delight our customers and create value to our stakeholders.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/posta-logo.jpg,https://posta.co.ke/services/courier-services/
The President’s Award Kenya,"The President’s Award –Kenya (PA-K) is an exciting self-development programme available to all young people countrywide equipping them with positive life skills to make a difference for themselves, their communities, country, and the world.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Presidential-logo.jpg,https://www.presidentsaward.go.ke/
The Senate,"The role of the Senate includes the exercise of the legislative authority of
the Republic, manifest of the diversity of the nation, representation of the will of the
people, and exercise their sovereignty, consideration, and passing of
amendments to this Constitution, alteration of county boundaries, and protection
of the Constitution and promotion of the democratic governance of the
Republic.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/senate-logo.png,http://www.parliament.go.ke/the-senate
The State Department for East African Community,"The State Department for East African Community is charged with the responsibility of coordinating and implementing policies, strategies and programmes aimed at deepening regional integration. It formulates policy on East African Community, coordinates Government and private sector participation in the EAC Affairs, coordinates the implementation of the EAC regional programmes, coordinates the implementation of EAC Treaty and promotes and fast tracks EAC integration process.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/court-of-arm.jpg,https://eac.go.ke/
The State Department for Youth Affairs and Creative Economy,"The State Department for Youth Affairs and Creative Economy is mandated to provide leadership, coordination, and an enabling environment for the development of youth and creatives empowerment programmes.
This programmes include Innovation, Talent and creative industry development, Youth Social development, Entrepreneurship and Skills development as well as policy, research and mainstreaming.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Screenshot-2025-06-09-at-16.24.43.png,https://youth.go.ke
The Tourism Fund,Tourism Fund established to mobilize resources for Kenya's tourism industry.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-the-tourism-fund.jpg,https://levy.tourismfund.co.ke/auth
Tom Mboya university,"The Mandate of Tom Mboya University is to teach, train, carry out research and disseminate knowledge for the greatest benefit and wellbeing of society and by law provide for all the functions and objects of a university that are generally provided under the Universities Act 2012.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Tom-mboya-Logo.jpeg, https://tmu.ac.ke
Tourism Promotion Fund,"Tourism Promotion Fund (TPF) is mandated to provide funds to support
development, promotion and branding of tourism sector in Kenya. TPF
provides funds to finance projects/ programmes through tourism
implementing Ministries, Departments and Agencies",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Tourism-Fund.jpg,https://www.tpf.go.ke/
Tourism Protection Service,"An agency in the State Department For Tourism And Wildlife in the Ministry Of Tourism, Wildlife And Heritage.",/en/images/ico-mcda-default.svg,https://trims.tourismauthority.go.ke/
Tourism Regulatory Authority,Access TRA's online services for regulated and quality tourism sector development.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-tourism-regulatory-authority.png,https://trims.tourismauthority.go.ke/
Turkana University College,"Welcome to the Cradle of Knowledge, a globally esteemed university in teaching, research and outreach",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/TUK-uni-Logo.jpg,https://tucportal.ac.ke/AppAdmin/ReceiptBooks/eCitizen
Ulinzi Health Services Fund ( UHSF),"Ulinzi Health Services Fund ( UHSF)  is a government-established fund that finances the provision, modernization and sustainable operation of medical and health services at Kenya Defence Forces Level IV, V and VI hospital facilities, using income from services, appropriations, grants and other lawful sources. It supports improved quality care, research, training and equipment procurement while expanding access to civilians and backing national health goals.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Ulinzi-HSF.jpeg,https://ulinzihsf.co.ke/
Unclaimed Financial Asset Authority,"Our primary mandate is to receive unclaimed financial assets from the holders of such assets, safeguard and re-unite the assets with their rightful owners",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Unclamed-Financial-logo.jpg,https://reunify.ufaa.go.ke/site/login
Universities Fund,"Our key mandate is to appoint funds to universities, Mobilize and receive funds for Universities from the government, donors and other sources, and advise the cabinet secretary on university education and related issues.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/University-Fund-logo.jpeg,https://www.universitiesfund.go.ke/
University Of Nairobi,"UoN is committed to quality education through teaching, research and creative works. We are a research intensive university with a reputation for excellence and a strong and vibrant research culture.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/uon-logo.jpg,https://application.uonbi.ac.ke/
University of Eldoret,"providing quality education, training, research and consultancy in Science, Agriculture, and Technology to meet the needs and aspirations of a dynamic society",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/UOE-Logo.png,https://www.uoeld.ac.ke/
University of Embu,"To generate, advance and disseminate knowledge through training, research and innovation for the development of humanity.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Embu-University-Logo.jpeg,https://portal.embuni.ac.ke/login/sign-in
University of Kabianga,"To create, preserve and transfer knowledge and technology through quality and entrepreneurial education, research, extension and partnership with Government, industry and non-state actors whilst ensuring a sustainable environment",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kabianga-logo.jpg,https://kabianga.ac.ke/
Ushanga Kenya Initiative,Trasforming traditional art into tradeable commodities for significant economic and social impact,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Ushanga-Logo-scaled.jpg,https://ushangakenya.co.ke/registration
Uwezo Fund,Pioneering in financial inclusion by promoting equal and fair access to financial services for the underserved.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Uwezo-fund-Logo.jpeg,https://uwezo.ecitizen.go.ke/
Veterinary Medicines Directorate,"The Veterinary Medicines Directorate (VMD) is an agency tasked with regulating the manufacture,
importation, exportation, registration, distribution, prescription and dispensing of veterinary
medicines and other animal health products in Kenya. VMD was established pursuant to CAP 366
(article 39) of the laws of Kenya",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/VMD-logo.jpg,https://erp.vmd.go.ke:8080/selfservice
Water Resources Authority,"Water Resources Authority (WRA) regulates water
abstractions for different uses while ensuring equitable sharing. The process involves submitting an
application, giving authorization to construct abstraction works, followed by the issuance of a water
permit.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Water-Resources-Authority-Logo.png,https://systems.wra.go.ke/client/Account/Login
Water Sector Trust Fund (Water Fund),"Water Sector Trust Fund (WaterFund) provides conditional and unconditional grants to Counties and assists in financing the development of and management of water and sanitation services in the marginalized and underserved areas. Its mandate includes research activities in the area of water resource management and water services, sewerage and sanitation",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/WaterFund-Logo.jpg,https://research.waterfund.go.ke/
Water Services Regulatory Board,To provide a regulatory environment that facilitates efficiency effectiveness and equity in the provision of water services in line with the human right to water and sanitation.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/WASREB_New-Logo.jpg,https://wasreb.go.ke/
Water Works Development Agency,"Undertake development, maintenance and management of the public water works",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/court-of-arm.jpg,https://waterworks.ecitizen.go.ke/
Witness Protection Agency,"The object and purpose of the Witness Protection Agency is to provide the framework and procedures for giving special protection, on behalf of the State, to persons in possession of important information and who are facing potential risk or intimidation due to their co-operation with the prosecution and other law enforcement agencies as stated in Section 3B, Witness Protection Act.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Witness-Protection-Logo.png,http://www.wpa.go.ke/
Women Enterprise Fund,"To Offer Accessible and Affordable Financial and Innovative Business Support Services to Kenyan Women for Transformed Livelihoods through Resources Mobilization, Collaborations, and Partnerships.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/WEF-LOGO.png,https://www.wef.go.ke/
Youth Enterprise Development Fund,"Youth Enterprise Development Fund is a state Corporation whose Mission is to increase economic opportunities for, and participation of Kenyan youth in job creation through innovative, affordable financing, enterprise development, and strategic partnerships",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Youth-Fund.jpg,https://loans.youthfund.go.ke:8086/customer/
